Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00147701, 0.000860546, 0.000616046, 7.277e-06, 18962, 17157, 1080
0.00657822, 0.00410524, 0.00247015, 2.6371e-05, 18419, 16497, 756
0.00555698, 0.00348684, 0.00206771, 2.3167e-05, 17995, 16374, 783
0.00493864, 0.00312876, 0.0018074, 2.4608e-05, 17112, 16890, 702
0.00345098, 0.00208321, 0.0013667, 1.1061e-05, 16725, 15076, 756
0.00390643, 0.0023606, 0.00154374, 1.4375e-05, 16657, 15177, 729
0.00435894, 0.00280188, 0.00155599, 1.6646e-05, 17351, 14973, 810
0.00246929, 0.00166422, 0.000803723, 1.2524e-05, 17277, 15971, 1107
0.00368323, 0.00213333, 0.00154869, 2.1042e-05, 17799, 16689, 1431
0.00390866, 0.00262326, 0.00128429, 1.6638e-05, 18501, 15762, 945
0.00269655, 0.00185674, 0.000839073, 6.612e-06, 18636, 15891, 432
0.00565763, 0.00417169, 0.00148097, 1.6393e-05, 19198, 15770, 486
0.00307546, 0.00213885, 0.000935693, 7.444e-06, 19517, 15275, 486
0.00381752, 0.00268104, 0.00113511, 1.3213e-05, 19618, 15282, 675
0.0045004, 0.00298112, 0.00151752, 1.5504e-05, 19771, 15385, 405
0.00289425, 0.00209008, 0.000803352, 8.979e-06, 19431, 15000, 567
0.00116891, 0.000851737, 0.000316718, 2.706e-06, 19507, 14970, 270
0.00348168, 0.00283363, 0.000646202, 5.637e-06, 19344, 14897, 243
0.00490521, 0.0037594, 0.00114188, 5.925e-06, 19215, 15429, 162
0.00434659, 0.0033071, 0.00103618, 9.147e-06, 19178, 15435, 243
0.00281854, 0.00218648, 0.000631317, 4.396e-06, 18655, 15652, 243
0.00112887, 0.000876099, 0.000252351, 2.881e-06, 18209, 16152, 243
0.00186598, 0.00151783, 0.000347009, 1.574e-06, 17799, 16335, 81
0.00414376, 0.00331139, 0.00083003, 4.647e-06, 17538, 17032, 216
0.0028171, 0.00232273, 0.000493175, 2.428e-06, 17853, 17411, 135
0.00346774, 0.00268688, 0.00077992, 1.0326e-05, 17928, 17433, 621
0.00111645, 0.000872032, 0.000244129, 2.966e-06, 17546, 15842, 324
0.00397829, 0.00319972, 0.000775968, 5.101e-06, 17599, 16561, 243
0.0035328, 0.00284077, 0.00069048, 4.661e-06, 17961, 16360, 216
0.00152665, 0.00126132, 0.000264961, 2.138e-06, 17825, 15613, 162
0.00271544, 0.00219603, 0.000518595, 3.352e-06, 17822, 15182, 162
0.00321606, 0.00250385, 0.000710255, 2.909e-06, 17639, 16256, 216
0.00241763, 0.00191947, 0.00049663, 3.768e-06, 18135, 14496, 243
0.00399044, 0.00324854, 0.00073843, 3.975e-06, 18372, 15079, 162
0.002683, 0.00215898, 0.000523063, 1.242e-06, 18991, 14753, 54
0.00328526, 0.00250868, 0.000775432, 4.366e-06, 18891, 14527, 216
0.0032147, 0.00261577, 0.000597842, 3.05e-06, 19208, 14084, 108
0.00144115, 0.00117883, 0.000261906, 1.31e-06, 19692, 14017, 135
0.00399646, 0.00308521, 0.000908377, 9.535e-06, 19891, 13380, 297
0.00370659, 0.00270132, 0.00100374, 3.771e-06, 20496, 14339, 162
0.00542576, 0.00374969, 0.00167198, 7.342e-06, 20741, 14838, 189
0.00378358, 0.00289481, 0.000886574, 7.578e-06, 20580, 13574, 243
0.00352252, 0.00284513, 0.000675462, 5.873e-06, 20617, 14721, 270
0.00276711, 0.00208725, 0.000678975, 5.115e-06, 20102, 16396, 378
0.00358541, 0.00270223, 0.000882157, 6.699e-06, 19883, 16516, 351
0.00449704, 0.00321612, 0.00127936, 1.4429e-05, 19690, 15308, 432
0.0040601, 0.00314655, 0.00091162, 7.53e-06, 20038, 15079, 270
0.00318891, 0.00230145, 0.000886311, 6.393e-06, 20123, 16103, 459
0.00199774, 0.00149258, 0.000504169, 5.046e-06, 20422, 15668, 405
0.00299958, 0.00222673, 0.000770961, 4.573e-06, 20472, 15480, 216
0.0042668, 0.00299125, 0.00127369, 1.0444e-05, 20278, 15975, 459
0.00354215, 0.00224789, 0.00129316, 1.2663e-05, 20566, 16278, 729
0.00228267, 0.00155101, 0.000730941, 6.621e-06, 20688, 15490, 486
0.00532793, 0.00348885, 0.00183653, 2.3807e-05, 20981, 15418, 783
0.00397944, 0.00300908, 0.000968711, 8.462e-06, 21134, 15095, 297
0.00363779, 0.00226798, 0.00136879, 9.795e-06, 21618, 13746, 567
0.00156181, 0.00104085, 0.000520366, 7.776e-06, 21856, 13267, 891
0.00381813, 0.00247496, 0.00134158, 1.65e-05, 22002, 12930, 837
0.00427579, 0.00269758, 0.00157613, 2.9484e-05, 22459, 11784, 1026
0.0049548, 0.00292508, 0.00202729, 2.8037e-05, 23300, 12900, 1053
0.00317834, 0.00181778, 0.00135979, 1.8083e-05, 23882, 13362, 1431
0.00432609, 0.00278589, 0.00153663, 2.4534e-05, 23790, 14609, 1377
0.00576488, 0.00332573, 0.0024357, 3.3581e-05, 24298, 15920, 1161
0.00452259, 0.00299571, 0.00152426, 2.3027e-05, 23764, 15806, 1215
0.00374478, 0.00249406, 0.00124983, 1.6799e-05, 23094, 18218, 1323
0.00230022, 0.00126346, 0.0010362, 1.0302e-05, 23049, 20619, 1269
0.00530999, 0.00328568, 0.00202208, 1.4933e-05, 22976, 19181, 810
0.00548287, 0.00325716, 0.00222447, 1.638e-05, 22555, 18171, 891
0.00381965, 0.00169626, 0.00212227, 2.0659e-05, 21634, 18642, 1485
0.00175463, 0.0010892, 0.000664355, 1.1805e-05, 21484, 17061, 1350
0.00453642, 0.00278504, 0.00174951, 2.4017e-05, 21295, 18071, 1404
0.00295138, 0.00189984, 0.00105082, 1.6816e-05, 21322, 17713, 1296
0.00497118, 0.00309665, 0.00187264, 1.7796e-05, 21175, 18454, 1026
0.00323658, 0.00167694, 0.00155865, 2.191e-05, 21401, 18704, 1512
0.00285918, 0.00160203, 0.00125554, 1.8619e-05, 21253, 19151, 1323
0.00413358, 0.00263296, 0.00149845, 1.8414e-05, 21216, 17773, 864
0.00505277, 0.00355627, 0.00149343, 1.7741e-05, 21496, 18509, 918
0.00645667, 0.00363053, 0.00282417, 3.6259e-05, 20920, 18019, 1377
0.00497836, 0.00293136, 0.00204617, 2.2702e-05, 20894, 18346, 1404
0.00588488, 0.00394287, 0.00193923, 2.5853e-05, 20946, 18596, 1539
0.0050289, 0.00382244, 0.00120455, 1.4175e-05, 20950, 18014, 972
0.00440363, 0.00278771, 0.00161498, 2.0299e-05, 20250, 18778, 1296
0.00234991, 0.00135131, 0.000997675, 1.3403e-05, 20135, 19410, 1350
0.00575277, 0.0036987, 0.00205132, 3.2215e-05, 19945, 18868, 1242
0.00441788, 0.00255187, 0.00186513, 1.7571e-05, 19602, 19553, 1350
0.00399448, 0.00213361, 0.00185912, 1.8646e-05, 19731, 18920, 1107
0.00723255, 0.00486434, 0.00236371, 1.9585e-05, 19895, 20035, 1080
0.00579438, 0.00364938, 0.00214288, 1.7314e-05, 20092, 20062, 1026
0.00440294, 0.00288545, 0.00151641, 1.1977e-05, 20062, 19182, 783
0.00596033, 0.00371084, 0.00224842, 1.9917e-05, 20569, 18940, 1053
0.00370083, 0.00279748, 0.000901211, 1.1556e-05, 20700, 20982, 837
0.00417196, 0.00257088, 0.00160013, 1.5107e-05, 20839, 17441, 1161
0.00429328, 0.00254046, 0.0017517, 1.6022e-05, 21171, 16261, 918
0.00556057, 0.003502, 0.00205683, 2.3391e-05, 21364, 19167, 972
0.00274325, 0.00170178, 0.00104082, 7.82e-06, 21460, 19872, 810
0.00427413, 0.00269835, 0.00157476, 1.79e-05, 22202, 18959, 1350
0.00355217, 0.00185208, 0.00169775, 1.63e-05, 22515, 14893, 918
0.00552552, 0.00307238, 0.00245053, 1.8556e-05, 22452, 15256, 675
0.00360459, 0.00212614, 0.00147755, 1.0495e-05, 22646, 14362, 729
0.0032438, 0.00212832, 0.00111404, 9.254e-06, 23002, 14261, 621
0.00231749, 0.00144365, 0.000873297, 6.708e-06, 22823, 14732, 648
0.00466751, 0.0030078, 0.00165756, 1.7643e-05, 23301, 14471, 486
0.000373806, 0.000275664, 9.7331e-05, 8.239e-06, 23465, 291, 567
0.000707133, 0.000511403, 0.000193725, 1.5695e-05, 23567, 267, 540
0.0004887, 0.000367524, 0.000118897, 1.4545e-05, 23813, 262, 756
0.000456466, 0.000338533, 0.000116773, 1.7651e-05, 24441, 303, 1107
0.000843111, 0.0006063, 0.000234566, 2.4625e-05, 24951, 359, 756
0.00052199, 0.000396916, 0.000123128, 1.2912e-05, 25522, 373, 675
0.000738264, 0.000547918, 0.000187605, 1.7323e-05, 25827, 344, 486
0.000493677, 0.000377141, 0.000114348, 6.3e-06, 26388, 357, 270
0.00686757, 0.00235437, 0.00451119, 7.132e-06, 26221, 21148, 594
0.00234386, 0.00129707, 0.0010457, 2.956e-06, 25839, 21225, 297
0.00582433, 0.00390822, 0.00191166, 4.93e-06, 25309, 21299, 243
0.00323306, 0.00197638, 0.00125483, 5.638e-06, 25226, 21774, 351
0.00527861, 0.00337009, 0.00190659, 1.1064e-05, 25123, 23585, 594
0.00495498, 0.00357347, 0.00137974, 1.0382e-05, 24976, 22227, 567
0.000784195, 0.000552797, 0.000229185, 1.7762e-05, 24667, 450, 486
0.000340092, 0.000263029, 7.6264e-05, 7.338e-06, 24660, 437, 540
0.000370626, 0.00028502, 8.4802e-05, 7.307e-06, 24896, 484, 486
0.000654425, 0.000518107, 0.000133624, 1.0456e-05, 24740, 450, 405
0.000444515, 0.000356583, 8.6354e-05, 4.663e-06, 24865, 447, 216
0.000752002, 0.000593344, 0.00015661, 8.497e-06, 25016, 453, 162
0.000378057, 0.0002986, 7.8548e-05, 4.283e-06, 25214, 498, 270
0.000862594, 0.000682754, 0.000177502, 8.422e-06, 25399, 536, 162
0.000544789, 0.000438497, 0.000104446, 7.525e-06, 25192, 492, 324
0.000456224, 0.000377885, 7.6e-05, 7.939e-06, 24619, 431, 378
0.000288539, 0.000241742, 4.6115e-05, 3.85e-06, 23948, 405, 270
0.000613761, 0.00049119, 0.000120394, 6.439e-06, 23874, 479, 162
0.000657385, 0.000539055, 0.000115579, 2.638e-06, 23881, 555, 54
0.000206885, 0.000167841, 3.7976e-05, 1.005e-06, 23813, 586, 54
0.000281001, 0.000235372, 4.5006e-05, 1.638e-06, 23375, 509, 108
0.000581703, 0.000483267, 9.6439e-05, 2.869e-06, 22931, 526, 54
0.000536165, 0.000459418, 7.4951e-05, 0, 22613, 527, 0
0.000690006, 0.000609421, 7.6896e-05, 1.302e-06, 22655, 536, 27
0.000348792, 0.000305724, 4.205e-05, 0, 22019, 478, 0
0.000348808, 0.000308769, 3.8091e-05, 1.816e-06, 21215, 444, 54
0.000151629, 0.000123928, 2.6836e-05, 6.63e-07, 20704, 415, 54
0.000520295, 0.000442428, 7.5219e-05, 0, 19866, 386, 0
0.000294517, 0.00024566, 4.7931e-05, 1.107e-06, 19749, 435, 27
0.000296456, 0.000250019, 4.5145e-05, 1.123e-06, 19595, 437, 27
0.000354919, 0.000300869, 5.1928e-05, 8.76e-07, 19976, 476, 27
0.000635516, 0.000520584, 0.000112357, 2.024e-06, 19864, 511, 27
0.000253515, 0.000214414, 3.8408e-05, 0, 20176, 547, 0
0.000354257, 0.000306687, 4.5923e-05, 1.038e-06, 20139, 541, 27
0.000414037, 0.000363087, 4.8766e-05, 3.115e-06, 19835, 506, 81
0.000329037, 0.000285441, 4.2197e-05, 1.346e-06, 19688, 510, 27
0.000278417, 0.000235235, 4.1643e-05, 0, 19391, 496, 0
0.000236225, 0.000200066, 3.5286e-05, 5.42e-07, 19722, 516, 27
0.000554876, 0.000479127, 7.2385e-05, 1.74e-06, 19600, 480, 27
0.000365534, 0.000327949, 3.6385e-05, 0, 19497, 472, 0
0.000352629, 0.000310996, 3.9221e-05, 0, 19610, 523, 0
0.000598068, 0.000511133, 8.4729e-05, 0, 20052, 562, 0
0.00025011, 0.000220124, 2.93e-05, 9.23e-07, 19931, 543, 27
0.000365867, 0.000315876, 4.8608e-05, 1.033e-06, 19597, 544, 27
0.000215441, 0.00018111, 3.2721e-05, 0, 18971, 476, 0
0.000480443, 0.000411734, 6.7016e-05, 1.592e-06, 18803, 525, 27
0.000266665, 0.000220491, 4.5178e-05, 0, 19483, 612, 0
0.000569303, 0.000449235, 0.000118457, 6.337e-06, 19848, 660, 189
0.000394201, 0.000314922, 7.8212e-05, 3.284e-06, 19622, 638, 162
0.000362033, 0.000282881, 7.7521e-05, 3.599e-06, 19429, 618, 189
0.000286793, 0.000226116, 5.9693e-05, 1.684e-06, 19480, 655, 81
0.000357906, 0.000282257, 7.4567e-05, 4.603e-06, 18977, 658, 243
0.000627974, 0.000493154, 0.000132164, 4.231e-06, 18922, 649, 81
0.000345654, 0.000275687, 6.7976e-05, 3.115e-06, 18675, 637, 108
0.00039238, 0.000317459, 7.2685e-05, 3.414e-06, 18648, 632, 135
0.000315708, 0.000249049, 6.5732e-05, 1.553e-06, 18542, 626, 54
0.000509556, 0.000398084, 0.000109371, 3.229e-06, 18724, 612, 81
0.000197765, 0.000154136, 4.2468e-05, 1.887e-06, 18758, 622, 108
0.000335685, 0.000271851, 6.1968e-05, 2.41e-06, 18563, 607, 81
0.000254123, 0.000196106, 5.7249e-05, 1.962e-06, 19440, 673, 108
0.000691299, 0.000540586, 0.000147781, 3.149e-06, 19755, 716, 54
0.000555285, 0.000430506, 0.000122908, 5.479e-06, 19434, 665, 135
0.000306902, 0.000245374, 6.0628e-05, 1.444e-06, 19088, 636, 54
0.000254029, 0.000204749, 4.7831e-05, 8.88e-07, 19509, 660, 27
0.000376643, 0.000304902, 7.029e-05, 2.454e-06, 19842, 692, 81
0.000720844, 0.000560248, 0.000157726, 2.02e-06, 19714, 677, 27
0.00029485, 0.00023797, 5.595e-05, 1.701e-06, 19253, 641, 54
0.000226238, 0.000183105, 4.2229e-05, 0, 19485, 674, 0
0.000349266, 0.000285401, 6.1888e-05, 1.501e-06, 19420, 661, 54
0.000522051, 0.000424312, 9.5807e-05, 1.486e-06, 19517, 672, 27
0.000286952, 0.000230282, 5.5761e-05, 0, 19375, 634, 0
0.000558902, 0.000478863, 7.7957e-05, 0, 19345, 635, 0
0.000372831, 0.000302206, 6.8473e-05, 0, 19423, 639, 0
0.000540479, 0.000439053, 9.8522e-05, 0, 19866, 658, 0
0.000318715, 0.000260955, 5.6854e-05, 1.699e-06, 20352, 688, 54
0.000394001, 0.000332102, 6.0803e-05, 1.393e-06, 21288, 773, 54
0.000384266, 0.000311477, 7.0694e-05, 1.824e-06, 21280, 762, 54
0.000679308, 0.000545468, 0.000130933, 3.627e-06, 21181, 727, 81
0.000290435, 0.000243827, 4.5749e-05, 1.497e-06, 20460, 677, 81
0.000414475, 0.000348034, 6.4644e-05, 2.003e-06, 21121, 699, 54
0.000560031, 0.000454648, 0.000101758, 1.478e-06, 20733, 700, 27
0.000543993, 0.000444222, 9.6066e-05, 0, 20103, 663, 0
0.000253949, 0.000216968, 3.6093e-05, 0, 19388, 571, 0
0.000118391, 9.8752e-05, 1.9218e-05, 0, 19510, 560, 0
0.000142605, 0.000115476, 2.668e-05, 0, 20248, 586, 0
0.000428174, 0.000372346, 5.4132e-05, 0, 20520, 562, 0
0.000454468, 0.000394314, 5.8492e-05, 1.228e-06, 20856, 562, 27
0.000246009, 0.000214882, 3.041e-05, 0, 20644, 512, 0
0.000541257, 0.000450978, 8.8744e-05, 1.353e-06, 20437, 485, 27
0.000362578, 0.000319819, 4.0622e-05, 0, 20659, 474, 0
0.000422701, 0.000379924, 4.0043e-05, 0, 19857, 477, 0
0.000212168, 0.000183417, 2.8071e-05, 0, 19930, 436, 0
0.000485621, 0.000428571, 5.4712e-05, 1.774e-06, 20363, 429, 27
0.000364432, 0.000320494, 4.255e-05, 0, 20422, 416, 0
0.000323919, 0.000291884, 3.0468e-05, 0, 20030, 362, 0
0.000251522, 0.000229664, 2.0976e-05, 0, 19216, 321, 0
0.000232709, 0.000210291, 2.1603e-05, 9.09e-07, 19229, 315, 27
0.000534623, 0.000484954, 4.5865e-05, 0, 18914, 306, 0
0.000514335, 0.000452524, 5.7674e-05, 0, 18591, 342, 0
0.000234302, 0.000201509, 3.2013e-05, 0, 18806, 407, 0
0.000167616, 0.00014592, 2.0829e-05, 0, 18581, 381, 0
0.000386227, 0.00034749, 3.7438e-05, 0, 18587, 370, 0
0.00041363, 0.000364678, 4.6809e-05, 1.433e-06, 18317, 376, 27
0.000224311, 0.000203091, 2.0469e-05, 0, 18442, 383, 0
0.000202588, 0.000178207, 2.3718e-05, 7.03e-07, 18105, 368, 27
0.000282557, 0.00026157, 1.8985e-05, 0, 17558, 364, 0
0.000312774, 0.00027271, 3.9135e-05, 0, 17867, 423, 0
0.000458446, 0.000389463, 6.7201e-05, 1.583e-06, 18750, 483, 27
0.000204117, 0.000177601, 2.5882e-05, 0, 19675, 497, 0
0.000528402, 0.00046132, 6.4486e-05, 0, 20099, 489, 0
0.000283906, 0.000254728, 2.7072e-05, 9.87e-07, 20335, 464, 27
0.00034531, 0.000312337, 3.1214e-05, 0, 20667, 483, 0
0.000257547, 0.00022757, 2.9239e-05, 1.371e-06, 21207, 463, 54
0.000343027, 0.000300594, 3.9852e-05, 1.425e-06, 21493, 441, 27
0.000492508, 0.000443927, 4.6011e-05, 0, 21646, 438, 0
0.000224865, 0.000204628, 1.8605e-05, 0, 21734, 446, 0
0.000308238, 0.000275864, 3.1325e-05, 7.3e-07, 22240, 509, 27
0.000371131, 0.000332513, 3.7345e-05, 1.027e-06, 22780, 518, 27
0.000353128, 0.000282174, 6.9951e-05, 1.805e-06, 23054, 497, 27
0.000577521, 0.000506281, 6.8223e-05, 1.662e-06, 23403, 496, 27
0.000299977, 0.000266441, 3.2726e-05, 0, 24341, 503, 0
0.000358425, 0.000318358, 3.8509e-05, 0, 24491, 527, 0
0.000503473, 0.000439243, 6.2891e-05, 0, 24641, 510, 0
0.000603226, 0.000533265, 6.8191e-05, 1.608e-06, 25084, 476, 27
0.000327915, 0.000291672, 3.5194e-05, 0, 25526, 491, 0
0.000381745, 0.000346994, 3.3609e-05, 0, 26072, 513, 0
0.000404386, 0.000363349, 4.0047e-05, 0, 26093, 481, 0
0.00063982, 0.000557167, 7.9762e-05, 0, 26095, 519, 0
0.000236219, 0.000208299, 2.6798e-05, 6.65e-07, 25838, 495, 27
0.000304665, 0.000272288, 3.1663e-05, 7.29e-07, 25325, 496, 27
0.00040553, 0.000366828, 3.7103e-05, 0, 26100, 550, 0
0.000436173, 0.000378809, 5.5916e-05, 9.05e-07, 26263, 604, 27
0.000453708, 0.000401942, 4.9699e-05, 0, 26297, 616, 0
0.0065871, 0.00439918, 0.00218561, 3.077e-06, 26637, 21200, 108
0.00150173, 0.00129412, 0.000207178, 2.4e-06, 27400, 17912, 324
0.00582405, 0.00490229, 0.000919259, 4.1e-06, 27667, 17946, 108
0.00616321, 0.00516222, 0.000998992, 2.591e-06, 27928, 18306, 54
0.00393809, 0.00339446, 0.000542753, 4.695e-06, 29183, 16481, 216
0.00458549, 0.00402886, 0.000554487, 3.056e-06, 29314, 15855, 135
0.00565724, 0.00502225, 0.000631188, 5.843e-06, 29806, 15455, 243
0.00478224, 0.00422697, 0.000553935, 4.024e-06, 28813, 15982, 135
0.00215162, 0.00148331, 0.000667579, 1.236e-06, 27282, 18096, 81
0.000682257, 0.000565863, 0.000115044, 2.771e-06, 26467, 870, 54
0.000596911, 0.000513194, 8.2267e-05, 1.852e-06, 26228, 823, 54
0.000512843, 0.000455824, 5.579e-05, 0, 25184, 749, 0
0.000387704, 0.000337269, 4.7885e-05, 0, 22757, 639, 0
0.000488696, 0.000427196, 5.9072e-05, 2.183e-06, 22197, 595, 54
0.000764583, 0.000660465, 9.9477e-05, 0, 21831, 556, 0
0.000728725, 0.000630191, 9.559e-05, 0, 22238, 583, 0
0.000359719, 0.000315483, 4.2738e-05, 1.172e-06, 22872, 636, 27
0.000598371, 0.00052048, 7.6122e-05, 0, 23877, 716, 0
0.000316691, 0.000271893, 4.3865e-05, 0, 24083, 783, 0
0.000426245, 0.000370186, 5.4678e-05, 0, 23777, 752, 0
0.00014491, 0.000121463, 2.2983e-05, 0, 22124, 701, 0
0.000248659, 0.000206738, 4.0698e-05, 0, 21346, 644, 0
0.000519874, 0.000444498, 7.2719e-05, 1.633e-06, 20611, 598, 27
0.000403632, 0.000351886, 5.0266e-05, 1.479e-06, 20147, 585, 27
0.000290958, 0.000258384, 3.1551e-05, 1.144e-06, 19729, 537, 27
0.000300435, 0.000271583, 2.7843e-05, 0, 19138, 485, 0
0.000117817, 0.000102175, 1.4917e-05, 0, 18844, 447, 0
0.000293178, 0.000263775, 2.8116e-05, 0, 18408, 383, 0
0.000288339, 0.000257872, 2.9129e-05, 0, 18620, 429, 0
0.000128942, 0.000107205, 2.1513e-05, 0, 19004, 478, 0
0.000529208, 0.000447461, 7.8772e-05, 1.68e-06, 18886, 440, 27
0.000549887, 0.000436493, 0.000110924, 0, 19599, 487, 0
0.000392682, 0.000331729, 5.8858e-05, 1.708e-06, 21087, 561, 54
0.000298072, 0.000247266, 4.9198e-05, 1.175e-06, 23725, 668, 54
0.000159934, 0.000130706, 2.8637e-05, 0, 25166, 773, 0
